Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
17,20845,2,2,76.0,274.0,38.0,38.0,38.0,0.0,137.0,137.0,137.0,0.0,16790.5972655313,191.89254017750065,6948.333333333334,12031.402259642611,20841.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,40,40,95.94627008875032,95.94627008875032,38.0,137.0,77.6,54.22453319301145,2940.3,0,0,0,0,0,0,0,0,1.0,97.0,38.0,137.0,0,0,0,0,0,0,2,76,2,274,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
17,21186,2,2,84.0,116.0,42.0,42.0,42.0,0.0,58.0,58.0,58.0,0.0,9440.196356084209,188.80392712168413,7062.0,12228.278701436271,21182.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,40,40,94.40196356084206,94.40196356084206,42.0,58.0,48.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,60.5,42.0,58.0,0,0,0,0,0,0,2,84,2,116,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
17,48105,2,2,72.0,146.0,36.0,36.0,36.0,0.0,73.0,73.0,73.0,0.0,4531.753455981707,83.15143955929737,16035.0,27766.50651414397,48097.0,3.0,5.0,5.0,0.0,5.0,5.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,41.575719779648686,41.575719779648686,36.0,73.0,50.8,20.265734627691145,410.7,0,0,0,0,0,0,0,0,1.0,63.5,36.0,73.0,0,0,0,0,0,0,2,72,2,146,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
17,20877,2,2,72.0,208.0,36.0,36.0,36.0,0.0,104.0,104.0,104.0,0.0,13411.888681323946,191.5984097331992,6959.0,12048.145417449108,20871.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,40,95.7992048665996,95.7992048665996,36.0,104.0,63.2,37.24513391035129,1387.1999999999994,0,0,0,0,0,0,0,0,1.0,79.0,36.0,104.0,0,0,0,0,0,0,2,72,2,208,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
6,323,5,0,154.0,0.0,46.0,0.0,30.8,18.780308836651223,0.0,0.0,0.0,0.0,476780.1857585139,15479.876160990712,80.75,158.1694766171189,318.0,1.0,323.0,80.75,158.1694766171189,318.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,100,0,15479.876160990712,0.0,0.0,46.0,33.333333333333336,17.90716802475106,320.6666666666667,0,0,1,0,0,1,0,0,0.0,40.0,30.8,0.0,0,0,0,0,0,0,5,154,0,0,253,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
0,116728849,52,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4454768503714107,2288800.960784314,4169698.2157378974,9999809.0,1.0,116728849.0,2288800.960784314,4169698.2157378974,9999809.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.4454768503714108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,52,0,0,0,-1,-1,0,0,6.083333333333332,0.9962049198956218,7.0,5.0,9727397.499999998,304678.18827874435,9999809.0,9069672.0,BENIGN
6,2678493,40,36,3870.0,55007.0,601.0,0.0,96.75,204.92597162427663,3061.0,0.0,1527.9722222222226,721.4874114775911,21981.39028177412,28.374164128859025,35713.24,131885.20036214538,875985.0,0.0,2678245.0,68672.94871794872,179817.03231588504,875985.0,0.0,2332556.0,66644.45714285709,232279.9735004573,1271328.0,2.0,0,0,0,0,840,744,14.93377059413633,13.440393534722697,0.0,3061.0,764.6363636363636,883.034017779057,779749.0765550239,0,0,0,0,1,0,0,0,0.0,774.6973684210526,96.75,1527.9722222222226,0,0,0,0,0,0,40,3870,36,55007,29200,33,38,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
17,20914,2,2,84.0,204.0,42.0,42.0,42.0,0.0,102.0,102.0,102.0,0.0,13770.679927321413,191.2594434350196,6971.333333333334,12069.507377409123,20908.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,40,95.6297217175098,95.6297217175098,42.0,102.0,66.0,32.863353450309965,1080.0,0,0,0,0,0,0,0,0,1.0,82.5,42.0,102.0,0,0,0,0,0,0,2,84,2,204,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
6,102,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29411.764705882357,51.0,69.29646455628165,100.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,20,40,9803.921568627453,19607.843137254906,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,1892,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
6,418299,1,2,6.0,12.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,43.03142010858262,7.171903351430436,209149.5,295777.81682286446,418296.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,20,40,2.390634450476812,4.781268900953624,6.0,6.0,6.0,0.0,0.0,0,0,0,0,0,1,1,0,2.0,8.0,6.0,6.0,0,0,0,0,0,0,1,6,2,12,323,34,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
6,3945701,252,251,2288.0,354494.0,517.0,0.0,9.079365079365084,55.555665085581,2896.0,0.0,1412.3266932270926,352.8012653670923,90422.96920116348,127.4805161364229,7859.96215139442,29817.82079647105,296549.0,0.0,3945701.0,15719.924302788846,41213.06923186196,296648.0,0.0,3900868.0,15603.472,40800.06772812632,296598.0,1.0,0,0,0,0,9992,8048,63.86697826317808,63.61353787324483,0.0,2896.0,707.9007936507935,746.1068325953675,556675.4056454917,0,0,0,0,1,0,0,0,0.0,709.3081510934392,9.07936507936508,1412.3266932270917,0,0,0,0,0,0,252,2288,251,354494,29200,126,10,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
6,26447,3,2,82.0,12.0,38.0,6.0,27.333333333333336,18.475208614068023,6.0,6.0,6.0,0.0,3554.2783680568687,189.0573600030249,6611.75,13141.61873273862,26324.0,1.0,26447.0,13223.5,18698.02461491588,26445.0,2.0,1.0,1.0,0.0,1.0,1.0,1,0,0,0,60,40,113.43441600181497,75.62294400120996,6.0,38.0,22.0,17.527121840165314,307.2,0,0,1,0,0,1,0,0,0.0,26.4,27.33333333333333,6.0,0,0,0,0,0,0,3,82,2,12,246,0,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
0,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1.3333333333333333,0.5773502691896257,2.0,1.0,4.0,1.3333333333333333,0.5773502691896257,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
6,1,2,0,59.0,0.0,53.0,6.0,29.5,33.23401871576773,0.0,0.0,0.0,0.0,59000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,0,2000000.0,0.0,6.0,53.0,37.333333333333336,27.13546265191241,736.3333333333333,0,0,1,0,0,1,0,0,0.0,56.0,29.5,0.0,0,0,0,0,0,0,2,59,0,0,1361,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
6,230,6,2,86.0,12.0,31.0,6.0,14.333333333333336,12.909944487358056,6.0,6.0,6.0,0.0,426086.9565217392,34782.608695652176,32.85714285714286,82.96671736591844,221.0,1.0,6.0,1.2,0.4472135954999579,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,120,40,26086.956521739125,8695.652173913044,6.0,31.0,11.555555555555555,11.023963796102462,121.5277777777778,0,0,0,0,0,1,0,0,0.0,13.0,14.333333333333336,6.0,0,0,0,0,0,0,6,86,2,12,716,0,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
6,7205571,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3878150669808125,800619.0,1430717.6943194454,4131804.0,2.0,2.0,2.0,0.0,2.0,2.0,7150616.0,1021516.5714285714,1572527.1297619273,4131804.0,2.0,0,0,0,0,64,256,0.2775630133961625,1.1102520535846498,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,8,0,8192,29200,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
6,5050890,5,2,18.0,0.0,6.0,0.0,3.6,3.286335345030997,0.0,0.0,0.0,0.0,3.5637283726234386,1.3858943671313373,841815.0000000001,2041583.8302887296,5009041.0,1.0,5050890.0,1262722.5,2497623.5624673967,5009041.0,1.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,124,64,0.9899245479509552,0.3959698191803821,0.0,6.0,2.25,3.1052950170405937,9.642857142857142,0,0,0,0,1,0,0,0,0.0,2.571428571428572,3.6,0.0,0,0,0,0,0,0,5,18,2,0,8192,60720,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
17,20874,2,2,86.0,204.0,43.0,43.0,43.0,0.0,102.0,102.0,102.0,0.0,13892.881096100413,191.62594615310917,6958.0,12047.279402421109,20869.0,2.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,64,40,95.81297307655456,95.81297307655456,43.0,102.0,66.6,32.3156308928048,1044.3,0,0,0,0,0,0,0,0,1.0,83.25,43.0,102.0,0,0,0,0,0,0,2,86,2,204,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
6,224,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13392.857142857143,112.0,156.9777054234135,223.0,1.0,224.0,112.0,156.9777054234135,223.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,96,0,13392.857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,264,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
6,115735074,41,42,8494.0,4430.0,1819.0,0.0,207.1707317073172,547.9458414131375,1035.0,0.0,105.47619047619052,305.8066692069927,111.66882737725643,0.7171551123732811,1411403.341463415,3453243.6485916763,10010893.0,0.0,115735074.0,2893376.85,4525826.221759658,10031909.0,1.0,110421774.0,2693214.0000000005,4499042.4095137175,10032672.0,0.0,0,0,0,0,844,864,0.3542573446663196,0.3628977677069615,0.0,1819.0,153.85714285714292,440.1879429619669,193765.42512908785,0,0,0,0,1,0,0,0,1.0,155.710843373494,207.17073170731703,105.4761904761905,0,0,0,0,0,0,41,8494,42,4430,8192,4701,32,20,31716.5,36935.73492752464,149003.0,20973.0,9612872.666666668,1360726.4884948465,10010893.0,5292299.0,BENIGN
6,3,3,0,18.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6000000.0,1000000.0,1.5,0.7071067811865476,2.0,1.0,3.0,1.5,0.7071067811865476,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,1000000.0,0.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,0,1,0,0,0.0,8.0,6.0,0.0,0,0,0,0,0,0,3,18,0,0,4354,-1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
6,3327623,31,29,6358.0,18845.0,2321.0,0.0,205.0967741935484,502.4521439791528,2896.0,0.0,649.8275862068965,805.7481469756411,7573.874804928323,18.030888715458453,56400.38983050847,390119.4173729557,2999555.0,1.0,328065.0,10935.500000000002,26324.745357186075,108793.0,1.0,3265768.0,116634.5714285714,565729.3923128782,2999559.0,1.0,0,0,0,0,1008,944,9.315959169653532,8.714929545804921,0.0,2896.0,413.1639344262295,693.8926713435318,481487.0393442623,0,0,0,0,1,0,0,0,0.0,420.05,205.0967741935484,649.8275862068965,0,0,0,0,0,0,31,6358,29,18845,29200,136,11,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
6,40024,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.97001798920648,40024.0,0.0,40024.0,40024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,24.98500899460324,24.98500899460324,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,239,118,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
6,2,2,0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6000000.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,1000000.0,0.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,0,1,1,0,0.0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,123,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
17,20902,2,2,74.0,180.0,37.0,37.0,37.0,0.0,90.0,90.0,90.0,0.0,12151.94718208784,191.3692469620132,6967.333333333334,12051.324588331909,20883.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,19.0,19.0,0,0,0,0,40,40,95.6846234810066,95.6846234810066,37.0,90.0,58.2,29.02929554777381,842.7,0,0,0,0,0,0,0,0,1.0,72.75,37.0,90.0,0,0,0,0,0,0,2,74,2,180,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
6,2,2,0,31.0,0.0,31.0,0.0,15.5,21.92031021678297,0.0,0.0,0.0,0.0,15500000.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,0,1000000.0,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,0,1,0,0,1,0,0,0.0,31.0,15.5,0.0,0,0,0,0,0,0,2,31,0,0,296,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
17,26772,2,2,76.0,180.0,38.0,38.0,38.0,0.0,90.0,90.0,90.0,0.0,9562.22919468101,149.40983116689077,8924.0,15451.625254321953,26766.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,40,74.70491558344538,74.70491558344538,38.0,90.0,58.8,28.48157299026864,811.2,0,0,0,0,0,0,0,0,1.0,73.5,38.0,90.0,0,0,0,0,0,0,2,76,2,180,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
6,4,2,0,62.0,0.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,15500000.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,0,500000.0,0.0,31.0,31.0,31.0,0.0,0.0,0,0,1,0,0,1,1,0,0.0,46.5,31.0,0.0,0,0,0,0,0,0,2,62,0,0,237,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
17,21134,2,2,86.0,118.0,43.0,43.0,43.0,0.0,59.0,59.0,59.0,0.0,9652.692344090092,189.26847733509985,7044.666666666666,12196.524436630843,21128.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,40,94.63423866754992,94.63423866754992,43.0,59.0,49.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,61.75,43.0,59.0,0,0,0,0,0,0,2,86,2,118,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
17,20676,2,2,94.0,510.0,47.0,47.0,47.0,0.0,255.0,255.0,255.0,0.0,29212.613658347844,193.46101760495264,6892.0,11932.098013341996,20670.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,96.73050880247632,96.73050880247632,47.0,255.0,130.2,113.92629196107455,12979.2,0,0,0,0,0,0,0,0,1.0,162.75,47.0,255.0,0,0,0,0,0,0,2,94,2,510,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
6,57900,21,27,120.0,46336.0,6.0,0.0,5.7142857142857135,1.3093073414159544,2896.0,0.0,1716.1481481481485,806.915861770735,802348.8773747841,829.0155440414508,1231.9148936170216,5721.0583994564095,28174.0,1.0,57900.0,2895.0,8614.453509257444,28177.0,1.0,29724.0,1143.2307692307693,5474.215664788462,27978.0,1.0,0,0,0,0,432,864,362.6943005181347,466.321243523316,0.0,2896.0,948.0816326530612,1044.8786180847094,1091771.326530612,0,0,0,0,0,1,1,0,1.0,967.8333333333336,5.7142857142857135,1716.1481481481478,0,0,0,0,0,0,21,120,27,46336,455,31,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
6,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,290,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
