src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_seg_size_avg,bwd_seg_size_avg,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwr_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,win_byts_tot,fwd_win_tot,bwd_win_tot,win_byts_mean,fwd_win_mean,bwd_win_mean,win_byts_std,fwd_win_std,bwd_win_std,win_byts_max,fwd_win_max,bwd_win_max,win_byts_min,fwd_win_min,bwd_win_min,zero_win_cnt,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg
192.168.1.8,20.42.65.91,48480,443,6,2025-02-07 14:58:46,0.0,0,0,0,0,1,0,184,0,184.0,184.0,184.0,0.0,0.0,0.0,0.0,0.0,184,184,184.0,0.0,0.0,32,0,150,150.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,184.0,623,0,623,623,0,623.0,623.0,0,0.0,0.0,0,623,623,0,623,623,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
192.168.1.8,20.42.65.91,48480,443,6,2025-02-07 14:58:46,0.0,0,0,0,0,1,0,2866,0,2866.0,2866.0,2866.0,0.0,0.0,0.0,0.0,0.0,2866,2866,2866.0,0.0,0.0,32,0,2832,2832.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,2866.0,623,0,623,623,0,623.0,623.0,0,0.0,0.0,0,623,623,0,623,623,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
192.168.1.8,20.42.65.91,48480,443,6,2025-02-07 14:58:46,0.0,0,0,0,0,1,0,2866,0,2866.0,2866.0,2866.0,0.0,0.0,0.0,0.0,0.0,2866,2866,2866.0,0.0,0.0,32,0,2832,2832.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,2866.0,623,0,623,623,0,623.0,623.0,0,0.0,0.0,0,623,623,0,623,623,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
192.168.1.8,20.42.65.91,48480,443,6,2025-02-07 14:58:46,0.0,0,0,0,0,1,0,406,0,406.0,406.0,406.0,0.0,0.0,0.0,0.0,0.0,406,406,406.0,0.0,0.0,32,0,372,372.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,406.0,623,0,623,623,0,623.0,623.0,0,0.0,0.0,0,623,623,0,623,623,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
20.42.65.91,192.168.1.8,443,48480,6,2025-02-07 14:58:46,0.0,0,0,0,0,1,0,66,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,66,66,66.0,0.0,0.0,32,0,32,32.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,66.0,16384,0,16384,16384,0,16384.0,16384.0,0,0.0,0.0,0,16384,16384,0,16384,16384,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
20.42.65.91,192.168.1.8,443,48480,6,2025-02-07 14:58:46,0.0,0,0,0,0,1,0,66,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,66,66,66.0,0.0,0.0,32,0,32,32.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,66.0,16384,0,16384,16384,0,16384.0,16384.0,0,0.0,0.0,0,16384,16384,0,16384,16384,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
20.42.65.91,192.168.1.8,443,48480,6,2025-02-07 14:58:46,0.0,0,0,0,0,1,0,66,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,66,66,66.0,0.0,0.0,32,0,32,32.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,66.0,16384,0,16384,16384,0,16384.0,16384.0,0,0.0,0.0,0,16384,16384,0,16384,16384,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
20.42.65.91,192.168.1.8,443,48480,6,2025-02-07 14:58:46,0.0,0,0,0,0,1,0,164,0,164.0,164.0,164.0,0.0,0.0,0.0,0.0,0.0,164,164,164.0,0.0,0.0,32,0,130,130.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,164.0,16384,0,16384,16384,0,16384.0,16384.0,0,0.0,0.0,0,16384,16384,0,16384,16384,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
192.168.1.8,20.42.65.91,48480,443,6,2025-02-07 14:58:46,0.0,0,0,0,0,1,0,66,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,66,66,66.0,0.0,0.0,32,0,32,32.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,66.0,623,0,623,623,0,623.0,623.0,0,0.0,0.0,0,623,623,0,623,623,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
192.168.1.8,20.42.65.91,48480,443,6,2025-02-07 14:58:46,0.0,0,0,0,0,1,0,101,0,101.0,101.0,101.0,0.0,0.0,0.0,0.0,0.0,101,101,101.0,0.0,0.0,32,0,67,67.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,101.0,623,0,623,623,0,623.0,623.0,0,0.0,0.0,0,623,623,0,623,623,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
20.42.65.91,192.168.1.8,443,48480,6,2025-02-07 14:58:46,0.0,0,0,0,0,1,0,66,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,66,66,66.0,0.0,0.0,32,0,32,32.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,66.0,16384,0,16384,16384,0,16384.0,16384.0,0,0.0,0.0,0,16384,16384,0,16384,16384,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
192.168.1.8,20.42.65.91,48480,443,6,2025-02-07 14:58:48,0.0,0,0,0,0,1,0,179,0,179.0,179.0,179.0,0.0,0.0,0.0,0.0,0.0,179,179,179.0,0.0,0.0,32,0,145,145.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,179.0,623,0,623,623,0,623.0,623.0,0,0.0,0.0,0,623,623,0,623,623,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
192.168.1.8,20.42.65.91,48480,443,6,2025-02-07 14:58:48,0.0,0,0,0,0,1,0,2866,0,2866.0,2866.0,2866.0,0.0,0.0,0.0,0.0,0.0,2866,2866,2866.0,0.0,0.0,32,0,2832,2832.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,2866.0,623,0,623,623,0,623.0,623.0,0,0.0,0.0,0,623,623,0,623,623,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
192.168.1.8,20.42.65.91,48480,443,6,2025-02-07 14:58:48,0.0,0,0,0,0,1,0,2866,0,2866.0,2866.0,2866.0,0.0,0.0,0.0,0.0,0.0,2866,2866,2866.0,0.0,0.0,32,0,2832,2832.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,2866.0,623,0,623,623,0,623.0,623.0,0,0.0,0.0,0,623,623,0,623,623,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
192.168.1.8,20.42.65.91,48480,443,6,2025-02-07 14:58:48,0.0,0,0,0,0,1,0,406,0,406.0,406.0,406.0,0.0,0.0,0.0,0.0,0.0,406,406,406.0,0.0,0.0,32,0,372,372.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,406.0,623,0,623,623,0,623.0,623.0,0,0.0,0.0,0,623,623,0,623,623,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
20.42.65.91,192.168.1.8,443,48480,6,2025-02-07 14:58:48,0.0,0,0,0,0,1,0,66,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,66,66,66.0,0.0,0.0,32,0,32,32.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,66.0,16384,0,16384,16384,0,16384.0,16384.0,0,0.0,0.0,0,16384,16384,0,16384,16384,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
20.42.65.91,192.168.1.8,443,48480,6,2025-02-07 14:58:48,0.0,0,0,0,0,1,0,66,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,66,66,66.0,0.0,0.0,32,0,32,32.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,66.0,16384,0,16384,16384,0,16384.0,16384.0,0,0.0,0.0,0,16384,16384,0,16384,16384,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
20.42.65.91,192.168.1.8,443,48480,6,2025-02-07 14:58:48,0.0,0,0,0,0,1,0,164,0,164.0,164.0,164.0,0.0,0.0,0.0,0.0,0.0,164,164,164.0,0.0,0.0,32,0,130,130.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,164.0,16384,0,16384,16384,0,16384.0,16384.0,0,0.0,0.0,0,16384,16384,0,16384,16384,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
192.168.1.8,20.42.65.91,48480,443,6,2025-02-07 14:58:48,0.0,0,0,0,0,1,0,66,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,66,66,66.0,0.0,0.0,32,0,32,32.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,66.0,623,0,623,623,0,623.0,623.0,0,0.0,0.0,0,623,623,0,623,623,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
