src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_seg_size_avg,bwd_seg_size_avg,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwr_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,win_byts_tot,fwd_win_tot,bwd_win_tot,win_byts_mean,fwd_win_mean,bwd_win_mean,win_byts_std,fwd_win_std,bwd_win_std,win_byts_max,fwd_win_max,bwd_win_max,win_byts_min,fwd_win_min,bwd_win_min,zero_win_cnt,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg
51.11.192.49,192.168.31.140,443,53962,6,2025-02-11 22:39:32,0.0,0,0,0,0,1,0,60,0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,60,60,60.0,0.0,0.0,20,0,26,26.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,60.0,64240,0,64240,64240,0,64240.0,64240.0,0,0.0,0.0,0,64240,64240,0,64240,64240,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
192.168.31.2,192.168.31.140,53,39619,17,2025-02-11 22:39:32,0.0,0,0,0,0,1,0,223,0,223.0,223.0,223.0,0.0,0.0,0.0,0.0,0.0,223,223,223.0,0.0,0.0,8,0,189,189.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,223.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
192.168.31.2,192.168.31.140,53,46516,17,2025-02-11 22:39:32,0.0,0,0,0,0,1,0,267,0,267.0,267.0,267.0,0.0,0.0,0.0,0.0,0.0,267,267,267.0,0.0,0.0,8,0,233,233.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
192.168.31.140,192.168.31.2,51223,53,17,2025-02-11 22:39:32,0.0,0,0,0,0,1,0,113,0,113.0,113.0,113.0,0.0,0.0,0.0,0.0,0.0,113,113,113.0,0.0,0.0,8,0,79,79.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,113.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
192.168.31.2,192.168.31.140,53,51223,17,2025-02-11 22:39:32,0.0,0,0,0,0,1,0,183,0,183.0,183.0,183.0,0.0,0.0,0.0,0.0,0.0,183,183,183.0,0.0,0.0,8,0,149,149.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,183.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
51.11.192.49,192.168.31.140,443,53962,6,2025-02-11 22:39:32,0.0,0,0,0,0,1,0,93,0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,93,93,93.0,0.0,0.0,20,0,59,59.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,93.0,64240,0,64240,64240,0,64240.0,64240.0,0,0.0,0.0,0,64240,64240,0,64240,64240,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
192.168.31.140,51.11.192.49,53962,443,6,2025-02-11 22:39:32,0.0,0,0,0,0,1,0,54,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,20,0,20,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,54.0,65535,0,65535,65535,0,65535.0,65535.0,0,0.0,0.0,0,65535,65535,0,65535,65535,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
51.11.192.49,192.168.31.140,443,53962,6,2025-02-11 22:39:32,0.0,0,0,0,0,1,0,157,0,157.0,157.0,157.0,0.0,0.0,0.0,0.0,0.0,157,157,157.0,0.0,0.0,20,0,123,123.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,157.0,64240,0,64240,64240,0,64240.0,64240.0,0,0.0,0.0,0,64240,64240,0,64240,64240,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
192.168.31.140,51.11.192.49,53962,443,6,2025-02-11 22:39:32,0.0,0,0,0,0,1,0,54,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,20,0,20,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,54.0,65535,0,65535,65535,0,65535.0,65535.0,0,0.0,0.0,0,65535,65535,0,65535,65535,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
192.168.31.140,51.11.192.49,53962,443,6,2025-02-11 22:39:32,0.0,0,0,0,0,1,0,89,0,89.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,89,89,89.0,0.0,0.0,20,0,55,55.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,89.0,65535,0,65535,65535,0,65535.0,65535.0,0,0.0,0.0,0,65535,65535,0,65535,65535,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
51.11.192.49,192.168.31.140,443,53962,6,2025-02-11 22:39:32,0.0,0,0,0,0,1,0,60,0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,60,60,60.0,0.0,0.0,20,0,26,26.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,60.0,64240,0,64240,64240,0,64240.0,64240.0,0,0.0,0.0,0,64240,64240,0,64240,64240,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
192.168.31.140,51.11.192.49,53962,443,6,2025-02-11 22:39:34,0.0,0,0,0,0,1,0,172,0,172.0,172.0,172.0,0.0,0.0,0.0,0.0,0.0,172,172,172.0,0.0,0.0,20,0,138,138.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,172.0,65535,0,65535,65535,0,65535.0,65535.0,0,0.0,0.0,0,65535,65535,0,65535,65535,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
192.168.31.140,51.11.192.49,53962,443,6,2025-02-11 22:39:34,0.0,0,0,0,0,1,0,5976,0,5976.0,5976.0,5976.0,0.0,0.0,0.0,0.0,0.0,5976,5976,5976.0,0.0,0.0,20,0,5942,5942.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,5976.0,65535,0,65535,65535,0,65535.0,65535.0,0,0.0,0.0,0,65535,65535,0,65535,65535,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
51.11.192.49,192.168.31.140,443,53962,6,2025-02-11 22:39:34,0.0,0,0,0,0,1,0,60,0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,60,60,60.0,0.0,0.0,20,0,26,26.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,60.0,64240,0,64240,64240,0,64240.0,64240.0,0,0.0,0.0,0,64240,64240,0,64240,64240,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
51.11.192.49,192.168.31.140,443,53962,6,2025-02-11 22:39:34,0.0,0,0,0,0,1,0,60,0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,60,60,60.0,0.0,0.0,20,0,26,26.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,60.0,64240,0,64240,64240,0,64240.0,64240.0,0,0.0,0.0,0,64240,64240,0,64240,64240,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
51.11.192.49,192.168.31.140,443,53962,6,2025-02-11 22:39:34,0.0,0,0,0,0,1,0,60,0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,60,60,60.0,0.0,0.0,20,0,26,26.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,60.0,64240,0,64240,64240,0,64240.0,64240.0,0,0.0,0.0,0,64240,64240,0,64240,64240,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
51.11.192.49,192.168.31.140,443,53962,6,2025-02-11 22:39:34,0.0,0,0,0,0,1,0,60,0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,60,60,60.0,0.0,0.0,20,0,26,26.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,60.0,64240,0,64240,64240,0,64240.0,64240.0,0,0.0,0.0,0,64240,64240,0,64240,64240,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
51.11.192.49,192.168.31.140,443,53962,6,2025-02-11 22:39:34,0.0,0,0,0,0,1,0,60,0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,60,60,60.0,0.0,0.0,20,0,26,26.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,60.0,64240,0,64240,64240,0,64240.0,64240.0,0,0.0,0.0,0,64240,64240,0,64240,64240,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
51.11.192.49,192.168.31.140,443,53962,6,2025-02-11 22:39:34,0.0,0,0,0,0,1,0,60,0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,60,60,60.0,0.0,0.0,20,0,26,26.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,60.0,64240,0,64240,64240,0,64240.0,64240.0,0,0.0,0.0,0,64240,64240,0,64240,64240,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
51.11.192.49,192.168.31.140,443,53962,6,2025-02-11 22:39:34,0.0,0,0,0,0,1,0,158,0,158.0,158.0,158.0,0.0,0.0,0.0,0.0,0.0,158,158,158.0,0.0,0.0,20,0,124,124.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,158.0,64240,0,64240,64240,0,64240.0,64240.0,0,0.0,0.0,0,64240,64240,0,64240,64240,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
192.168.31.140,51.11.192.49,53962,443,6,2025-02-11 22:39:34,0.0,0,0,0,0,1,0,54,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,20,0,20,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,54.0,65535,0,65535,65535,0,65535.0,65535.0,0,0.0,0.0,0,65535,65535,0,65535,65535,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
192.168.31.140,51.11.192.49,53962,443,6,2025-02-11 22:39:36,0.0,0,0,0,0,1,0,172,0,172.0,172.0,172.0,0.0,0.0,0.0,0.0,0.0,172,172,172.0,0.0,0.0,20,0,138,138.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,172.0,65535,0,65535,65535,0,65535.0,65535.0,0,0.0,0.0,0,65535,65535,0,65535,65535,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
192.168.31.140,51.11.192.49,53962,443,6,2025-02-11 22:39:36,0.0,0,0,0,0,1,0,4012,0,4012.0,4012.0,4012.0,0.0,0.0,0.0,0.0,0.0,4012,4012,4012.0,0.0,0.0,20,0,3978,3978.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,4012.0,65535,0,65535,65535,0,65535.0,65535.0,0,0.0,0.0,0,65535,65535,0,65535,65535,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
51.11.192.49,192.168.31.140,443,53962,6,2025-02-11 22:39:36,0.0,0,0,0,0,1,0,60,0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,60,60,60.0,0.0,0.0,20,0,26,26.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,60.0,64240,0,64240,64240,0,64240.0,64240.0,0,0.0,0.0,0,64240,64240,0,64240,64240,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
51.11.192.49,192.168.31.140,443,53962,6,2025-02-11 22:39:36,0.0,0,0,0,0,1,0,60,0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,60,60,60.0,0.0,0.0,20,0,26,26.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,60.0,64240,0,64240,64240,0,64240.0,64240.0,0,0.0,0.0,0,64240,64240,0,64240,64240,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
51.11.192.49,192.168.31.140,443,53962,6,2025-02-11 22:39:36,0.0,0,0,0,0,1,0,60,0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,60,60,60.0,0.0,0.0,20,0,26,26.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,60.0,64240,0,64240,64240,0,64240.0,64240.0,0,0.0,0.0,0,64240,64240,0,64240,64240,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
51.11.192.49,192.168.31.140,443,53962,6,2025-02-11 22:39:36,0.0,0,0,0,0,1,0,60,0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,60,60,60.0,0.0,0.0,20,0,26,26.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,60.0,64240,0,64240,64240,0,64240.0,64240.0,0,0.0,0.0,0,64240,64240,0,64240,64240,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
51.11.192.49,192.168.31.140,443,53962,6,2025-02-11 22:39:37,0.0,0,0,0,0,1,0,159,0,159.0,159.0,159.0,0.0,0.0,0.0,0.0,0.0,159,159,159.0,0.0,0.0,20,0,125,125.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,159.0,64240,0,64240,64240,0,64240.0,64240.0,0,0.0,0.0,0,64240,64240,0,64240,64240,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
192.168.31.140,51.11.192.49,53962,443,6,2025-02-11 22:39:37,0.0,0,0,0,0,1,0,54,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,20,0,20,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,54.0,65535,0,65535,65535,0,65535.0,65535.0,0,0.0,0.0,0,65535,65535,0,65535,65535,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
